330.1,0.078111111,570.1,0.945277778,600.1,0.949222222,630.1,0.946444444,0.311668314527745,0.9457888888,0.9326777778,0.0180888969083179,0.00716798483675882,23,0.949611111,0.944814814666667,750.1,5100.1,-0.000122996603527261,0,0,0,0,0,0,0,0
330.1,0.067111111,540.1,0.923833333,570.1,0.953277778,600.1,0.951222222,0.37459743726971,0.9428777776,0.9357055555,0.00788684056482486,0.00898677330581485,20,0.953277778,0.942777777666667,750.1,1950.1,-0.000161468576643437,3570.1,5760.1,-4.45831037926693e-05,0.613936936918919,0.0154953344861304,0,0,0
330.1,0.061111111,570.1,0.916277778,600.1,0.934222222,630.1,0.924444444,0.3384532338403,0.9249888888,0.9146777778,0.0146203312660661,0.00749753335495821,21,0.934222222,0.924981481333333,750.1,1860.1,-0.000164801643804938,3390.1,6660.1,-1.52147978005695e-05,0.671199494945454,0.00876786658972639,0,0,0
330.1,0.071111111,570.1,0.910277778,600.1,0.923222222,630.1,0.918444444,0.318688275753235,0.9167888888,0.9059777778,0.0185469492387672,0.00708996830998988,21,0.923222222,0.917314814666667,750.1,4470.1,-0.000140217306754736,4500.1,6660.1,7.17852565510721e-06,0.643286149150685,0.00675569210101056,0,0,0
90.1,0.03772,300.1,0.9532,330.1,0.9928,360.1,1.00388,0.461376326779904,0.99664,1.025092,0.0598629873675211,0.00957368281682978,18,1.0616,1.05717333333333,540.1,9870.1,-0.000111204040589225,9900.1,14970.1,-1.83441836986014e-05,0.402738352941176,0.0141950718047967,0,0,0
90.1,0.05072,300.1,0.9662,330.1,0.9918,360.1,1.00388,0.421007220284477,1.00284,1.030892,0.0723881470454771,0.00898468388075299,18,1.0676,1.06250666666667,540.1,9960.1,-0.000113815867896784,9990.1,14970.1,-1.89802426128809e-05,0.366695089820359,0.0144852081539399,0,0,0
90.1,0.04272,300.1,0.9532,330.1,0.9898,360.1,1.00688,0.443593935796093,0.99764,1.022692,0.0646027697248824,0.00931809539031183,19,1.05304,1.04644,540.1,8010.1,-0.000145664722955567,11010.1,14970.1,-1.68331275951072e-05,0.353747067669173,0.0102799864978949,0,0,0
90.1,0.04472,300.1,0.9542,330.1,0.9848,360.1,0.99888,0.437207494890738,0.99384,1.015692,0.0674740882771471,0.00917228391424752,19,1.04404,1.03377333333333,540.1,10050.1,-0.00011816032147661,10080.1,14970.1,-1.35149792100263e-05,0.309296341463415,0.0106779348790607,0,0,0
450.1,0.150666667,630.1,0.324444444,660.1,0.370611111,690.1,0.401388889,0.127840737196622,0.3949666666,0.4362555556,0.0171589280253846,0.00464954223334146,247,0.588388889,0.577148148333333,7530.1,8310.1,-6.44711252747252e-05,0,0,0,0,0,660.1,2880.1,6.18024339250829e-05
450.1,0.153666667,630.1,0.381444444,660.1,0.426611111,690.1,0.461388889,0.151529909743096,0.4547666666,0.4938555556,0.0127872282482069,0.00539109058689698,239,0.673388889,0.669259259333333,7440.1,8310.1,-4.43035470671119e-05,0,0,0,0,0,660.1,3360.1,7.48883697319107e-05
420.1,0.1075,630.1,0.339444444,660.1,0.393611111,690.1,0.425388889,0.164259920770347,0.4187666666,0.4644555556,0.01174791506329,0.00533859204358942,239,0.655388889,0.643259259333333,7140.1,7470.1,-8.61693864801869e-05,0,0,0,0,0,660.1,3000.1,7.323839655469e-05
420.1,0.1125,630.1,0.317444444,660.1,0.359611111,690.1,0.387388889,0.148192800264287,0.3821666666,0.4223555556,0.0156183627995591,0.00477243602022921,239,0.594388889,0.586592592666667,5790.1,6120.1,5.94405571095718e-06,6150.1,8010.1,6.13550385944694e-06,0.582417989444444,0.00642268491641602,660.1,3030.1,7.02069332786374e-05
270.1,0.10812,480.1,0.22588,510.1,0.2626,540.1,0.30704,0.105251737628056,0.304488,0.362396,0.0419548094681799,0.00345250794498395,261,0.44548,0.441813333333333,900.1,2730.1,-4.33416097974535e-05,2760.1,14970.1,2.02405409999253e-06,0.422571960784314,0.0145057047857094,0,0,0
420.1,0.16848,510.1,0.2646,540.1,0.30404,570.1,0.33468,0.150467401098397,0.330136,0.365968,0.0193241299654341,0.00512933841023856,233,0.4778,0.475653333333333,1290.1,2190.1,-3.10645161290323e-05,6000.1,14970.1,-4.73033048515353e-06,0.465195466666667,0.00731281448105561,0,0,0
300.1,0.1112,510.1,0.2756,540.1,0.31504,570.1,0.34368,0.129660022474717,0.338736,0.369468,0.0303873305798884,0.0042836352689791,272,0.48948,0.487404444444445,1290.1,2070.1,-3.29328449328452e-05,6870.1,14970.1,-4.93352252476774e-06,0.477254514145141,0.00691998020285656,0,0,0
270.1,0.08512,480.1,0.22888,510.1,0.2636,540.1,0.29804,0.141305117592646,0.292888,0.330696,0.0312641209736801,0.00416414654970412,240,0.45528,0.446,1230.1,2130.1,-2.90236559139783e-05,6240.1,14970.1,-7.67237936961849e-06,0.427675342465753,0.0102907841975825,0,0,0
120.1,0.040166667,360.1,0.956277778,390.1,0.978277778,420.1,0.9815,0.396251370130796,0.9822222224,0.9861277778,0.0465557725607356,0.00865670955738303,17,0.999388889,0.997148148333333,630.1,2190.1,-0.000146748433661238,3330.1,8040.1,1.70992647401699e-05,0.849921237702532,0.0159295504955624,0,0,0
120.1,0.068166667,360.1,1.038277778,390.1,1.048277778,420.1,1.0535,0.340420368135431,1.0526222224,1.0480277778,0.0649437765426299,0.00801527708989773,16,1.068666667,1.058851852,570.1,2130.1,-0.00011194819234532,3390.1,5880.1,3.1208644042388e-05,0.92540806877381,0.0164223242237207,0,0,0
