Sample,exp_start,exp_start_value,exp_end_1,exp_end_value_1,exp_end_2,exp_end_value_2,exp_end_3,exp_end_value_3,exponential_coef_simple,exponential_Y0,exponential_r,log_start_position,log_end_position,log_theoretical_K,log_b,log_theoretical_r,mean_4points_afterK,mean_9points_afterK,position_K,K,mean_window_K,decrease_start,decrease_end,decrease_rate,steady_start,steady_end,steady_rate,mean_steady,mean_steady_sd,rise_start,rise_end,rise_rate
0201G2,150.1,0.079416667,240.1,0.354472222,270.1,0.435222222,300.1,0.475777778,0.498640576,0.011775437,0.014322076,3,18,0.540894858,5.129691141,-0.023832906,0.450166667,0.497341667,22,0.569166667,0.567972222,690.1,2190.1,-9.54E-05,4230.1,8430.1,-1.60E-05,0.403624705,0.011359216,0,0,0
0202G2,120.1,0.102,240.1,0.344472222,270.1,0.418222222,300.1,0.479777778,0.30426016,0.039469506,0.009140006,2,18,0.602249229,3.200086605,-0.014484175,0.449366667,0.513041667,23,0.637972222,0.633277778,780.1,2130.1,-3.31E-05,4200.1,8430.1,-3.43E-05,0.535092723,0.021717432,0,0,0
0202G2,120.1,0.101,240.1,0.338472222,270.1,0.408222222,300.1,0.479777778,0.302330378,0.040780363,0.008961556,2,22,0.626496106,3.30025204,-0.014544694,0.456566667,0.523841667,23,0.638972222,0.633944444,720.1,2190.1,-5.68E-05,4230.1,8430.1,-3.22E-05,0.509355201,0.020392355,0,0,0
0202G2,60.1,0.049166667,240.1,0.347472222,270.1,0.419222222,300.1,0.502777778,0.325911472,0.034020664,0.009874804,3,22,0.636346546,3.035166929,-0.013137528,0.446966667,0.519541667,22,0.644166667,0.643305556,720.1,2190.1,-5.71E-05,4230.1,8430.1,-3.15E-05,0.514078605,0.019912865,0,0,0
0202G2,120.1,0.11,240.1,0.349472222,270.1,0.435222222,300.1,0.522777778,0.288985928,0.043398205,0.008809178,2,21,0.641461108,3.057127547,-0.013383769,0.453166667,0.529641667,21,0.644777778,0.642777778,720.1,2160.1,-3.45E-05,4230.1,8430.1,-3.24E-05,0.536532506,0.020482919,0,0,0
0203G2,150.1,0.091416667,240.1,0.313472222,270.1,0.398222222,300.1,0.437777778,0.410760979,0.014689099,0.012828262,2,18,0.552052108,4.233789337,-0.018469423,0.419166667,0.481041667,17,0.564472222,0.560009259,630.1,2190.1,-6.72E-05,4200.1,8430.1,-1.69E-05,0.450529343,0.012112431,0,0,0
0203G2,150.1,0.086416667,240.1,0.283472222,270.1,0.351222222,300.1,0.408777778,0.395977858,0.01520271,0.012260505,2,18,0.518560441,4.119821842,-0.017642851,0.383366667,0.444841667,17,0.527472222,0.524342592,630.1,2220.1,-6.12E-05,4200.1,8430.1,-2.01E-05,0.413867371,0.013424977,0,0,0
0203G2,150.1,0.085416667,240.1,0.289472222,270.1,0.365222222,300.1,0.411777778,0.406839365,0.016748808,0.012013026,2,18,0.526438475,4.085383744,-0.017663523,0.390566667,0.453141667,17,0.536472222,0.533675926,600.1,2220.1,-5.90E-05,4200.1,8430.1,-1.99E-05,0.418494131,0.013269018,0,0,0
0203G2,150.1,0.086416667,240.1,0.290472222,270.1,0.363222222,300.1,0.411777778,0.404109129,0.016763574,0.011957226,2,18,0.529266224,4.101223985,-0.017597183,0.390566667,0.454141667,17,0.537472222,0.535342592,630.1,2430.1,-6.05E-05,4200.1,8430.1,-1.98E-05,0.414163146,0.013372072,0,0,0
0204G2,120.1,0.088,240.1,0.413472222,270.1,0.475222222,300.1,0.510777778,0.38681338,0.026692376,0.011647276,2,23,0.645486529,3.705226003,-0.017321387,0.505566667,0.564041667,23,0.670972222,0.666277778,810.1,4380.1,-5.47E-05,7050.1,8430.1,-2.39E-05,0.512130615,0.006406974,0,0,0
0204G2,120.1,0.081,240.1,0.427472222,270.1,0.492222222,300.1,0.530777778,0.415860038,0.024559488,0.012158851,2,22,0.658099202,3.977586294,-0.018737799,0.524766667,0.583641667,21,0.679777778,0.675444445,690.1,4320.1,-6.32E-05,4350.1,8430.1,-2.75E-05,0.51397425,0.017021842,0,0,0
0204G2,60.1,0.050166667,240.1,0.439472222,270.1,0.498222222,300.1,0.535777778,0.361703952,0.025728321,0.012001914,3,22,0.67211873,3.722809355,-0.017466029,0.530766667,0.591341667,21,0.693777778,0.689777778,720.1,4380.1,-6.44E-05,4410.1,8430.1,-2.81E-05,0.524325514,0.017019932,0,0,0
0204G2,120.1,0.105,240.1,0.420472222,270.1,0.492222222,300.1,0.540777778,0.346854517,0.035312583,0.010620165,2,21,0.671886054,3.555496395,-0.016837781,0.524766667,0.589141667,21,0.689777778,0.686777778,690.1,4350.1,-5.74E-05,4380.1,8430.1,-3.06E-05,0.531061683,0.018525628,0,0,0
0205G2,90.1,0.064333333,210.1,0.368305556,240.1,0.429472222,270.1,0.463222222,0.436208753,0.022660012,0.013443262,2,16,0.542721446,3.927519466,-0.021701986,0.450355556,0.498038889,15,0.558861111,0.551259259,540.1,900.1,-0.000120136,4230.1,8430.1,-2.23E-05,0.446234634,0.014784414,0,0,0
0205G2,90.1,0.055333333,240.1,0.407472222,270.1,0.446222222,300.1,0.469777778,0.399319454,0.026902624,0.011547503,3,16,0.530989469,4.122974659,-0.021675141,0.464166667,0.500141667,15,0.547861111,0.537592592,1020.1,2160.1,-8.86E-05,4230.1,8430.1,-1.51E-05,0.414170804,0.010664891,0,0,0
0205G2,90.1,0.059333333,210.1,0.369305556,240.1,0.432472222,270.1,0.465222222,0.457113278,0.019014431,0.014274816,3,16,0.542844396,4.14859396,-0.022698185,0.451755556,0.499738889,15,0.560861111,0.553259259,540.1,1230.1,-5.97E-05,4200.1,8430.1,-2.26E-05,0.438163146,0.015013937,0,0,0
0205G2,90.1,0.065333333,210.1,0.376305556,240.1,0.439472222,270.1,0.475222222,0.437724774,0.022208943,0.013638751,3,16,0.553377566,4.014721502,-0.022158279,0.460555556,0.508738889,15,0.566861111,0.562592592,540.1,2130.1,-5.96E-05,4200.1,8430.1,-1.77E-05,0.426557512,0.011891837,0,0,0
0206G2,150.1,0.082416667,270.1,0.370222222,300.1,0.440777778,330.1,0.455,0.375578935,0.020806726,0.010740862,3,20,0.574743217,4.057185319,-0.01668517,0.450211111,0.505872222,19,0.594777778,0.591833333,720.1,4320.1,-6.23E-05,4350.1,8430.1,-2.35E-05,0.44676987,0.01475983,0,0,0
0206G2,150.1,0.090416667,270.1,0.390222222,300.1,0.445777778,330.1,0.473,0.365571939,0.02619843,0.010068285,3,19,0.58315997,4.03826645,-0.017014461,0.465011111,0.521172222,19,0.603777778,0.6025,690.1,2190.1,-0.000102718,4230.1,8430.1,-2.35E-05,0.451596336,0.015307134,0,0,0
0206G2,150.1,0.103416667,270.1,0.403222222,300.1,0.464777778,330.1,0.514,0.340180423,0.034452872,0.009170481,3,19,0.624702991,3.791770569,-0.015918833,0.489611111,0.551972222,18,0.640333333,0.633527778,690.1,4320.1,-6.54E-05,4350.1,8430.1,-2.34E-05,0.475134834,0.014623976,0,0,0
0206G2,150.1,0.064416667,300.1,0.413777778,330.1,0.434,360.1,0.457361111,0.371991332,0.017961164,0.010597083,3,20,0.533192959,4.623402701,-0.018629841,0.452138889,0.494588889,19,0.557777778,0.551833333,660.1,2190.1,-9.00E-05,4200.1,8430.1,-1.80E-05,0.41939554,0.012230737,0,0,0
0207G2,90.1,0.081333333,240.1,0.468472222,270.1,0.513222222,300.1,0.528777778,0.350184175,0.047090851,0.009926259,2,17,0.586378395,3.659195458,-0.020998407,0.521766667,0.559541667,23,0.615972222,0.609611111,630.1,2220.1,-7.59E-05,4230.1,8430.1,-2.30E-05,0.480454492,0.014954326,0,0,0
0207G2,90.1,0.072333333,240.1,0.493472222,270.1,0.532222222,300.1,0.547777778,0.384036302,0.040219489,0.010778167,2,16,0.600131821,4.140143631,-0.023486251,0.543766667,0.580641667,22,0.639166667,0.637638889,660.1,4350.1,-6.11E-05,4380.1,8430.1,-2.55E-05,0.482289624,0.015882857,0,0,0
0207G2,60.1,0.041166667,240.1,0.490472222,270.1,0.528222222,300.1,0.543777778,0.412956628,0.038219214,0.011017454,2,18,0.602774534,4.071366185,-0.023094794,0.539366667,0.576441667,22,0.633166667,0.631972222,660.1,4380.1,-6.03E-05,4410.1,8430.1,-2.53E-05,0.480688477,0.015620091,0,0,0
0207G2,90.1,0.057333333,240.1,0.474472222,270.1,0.507222222,300.1,0.521777778,0.422664178,0.032410854,0.011494834,2,19,0.579661563,4.304792621,-0.023773613,0.517366667,0.552141667,23,0.604972222,0.601277778,660.1,4350.1,-5.63E-05,4380.1,7500.1,-2.18E-05,0.472333069,0.011152301,0,0,0
0208G2,60.1,0.064166667,210.1,0.355305556,240.1,0.425472222,270.1,0.470222222,0.342298854,0.03144082,0.011610324,2,17,0.612463515,3.279991516,-0.016636283,0.457955556,0.527738889,16,0.620222222,0.609851852,510.1,2160.1,-0.000113806,4680.1,8430.1,-2.15E-05,0.382028439,0.012551077,0,0,0
0208G2,60.1,0.075166667,210.1,0.365305556,240.1,0.430472222,270.1,0.478222222,0.316205254,0.040777751,0.01058132,2,17,0.612187067,3.032752018,-0.01598467,0.464555556,0.530738889,16,0.617222222,0.607185185,510.1,2160.1,-0.000113667,4230.1,8430.1,-1.72E-05,0.409489953,0.012095853,0,0,0
0208G2,60.1,0.072166667,210.1,0.373305556,240.1,0.436472222,270.1,0.487222222,0.328683801,0.038280266,0.010877758,2,17,0.485253427,0.671656172,-0.009181189,0.470755556,0.536938889,16,0.626222222,0.613851852,510.1,2160.1,-0.000129285,4230.1,8430.1,-1.66E-05,0.407596336,0.011548329,0,0,0
0208G2,60.1,0.073166667,210.1,0.353305556,240.1,0.434472222,270.1,0.487222222,0.314918666,0.038507973,0.010608256,2,16,0.632057478,3.128276464,-0.015801406,0.466355556,0.537538889,15,0.630861111,0.616259259,510.1,2190.1,-0.000122215,4200.1,8430.1,-2.36E-05,0.38389554,0.015583323,0,0,0
0209G2,60.1,0.069166667,240.1,0.458472222,270.1,0.502222222,300.1,0.538777778,0.315230108,0.039504188,0.010455149,2,15,0.636269823,3.406981543,-0.01762743,0.529166667,0.577541667,15,0.638861111,0.635259259,510.1,2160.1,-9.82E-05,4230.1,8430.1,-2.04E-05,0.434894208,0.013785275,0,0,0
0209G2,90.1,0.079333333,240.1,0.440472222,270.1,0.491222222,300.1,0.526777778,0.3428378,0.037066124,0.010536661,2,16,0.635933662,3.484299984,-0.017483783,0.518766667,0.572141667,15,0.639861111,0.634259259,540.1,2160.1,-8.61E-05,4200.1,8430.1,-2.01E-05,0.44395892,0.013591536,0,0,0
0209G2,60.1,0.054166667,240.1,0.450472222,270.1,0.497222222,300.1,0.533777778,0.353038449,0.038735885,0.010498614,2,16,0.640794608,3.460206665,-0.017704525,0.527966667,0.580241667,15,0.647861111,0.641259259,540.1,2190.1,-9.07E-05,4200.1,8430.1,-2.14E-05,0.446719484,0.014293495,0,0,0
0209G2,90.1,0.087333333,240.1,0.463472222,270.1,0.508222222,300.1,0.544777778,0.333802848,0.043586789,0.010161787,2,15,0.635127159,3.475631408,-0.018436137,0.535566667,0.584141667,15,0.646861111,0.641592592,510.1,2160.1,-9.83E-05,4230.1,8430.1,-2.17E-05,0.443865839,0.014505963,0,0,0
0210G2,30.1,0.093916667,180.1,0.305444444,210.1,0.405305556,240.1,0.449472222,0.235872008,0.08354054,0.00698464,2,15,0.587001532,2.335104402,-0.014210678,0.439844444,0.494836111,21,0.590777778,0.575777778,600.1,2460.1,-0.000130483,4230.1,7410.1,-3.23E-05,0.404851506,0.016425854,0,0,0
0210G2,30.1,0.116916667,240.1,0.464472222,270.1,0.506222222,300.1,0.550777778,0.197062903,0.08974872,0.007015946,2,15,0.593680557,2.251278721,-0.014209754,0.521166667,0.545741667,23,0.599972222,0.595611111,630.1,2490.1,-0.000135811,0,0,0,0,0,0,0,0
0210G2,30.1,0.109916667,240.1,0.460472222,270.1,0.503222222,300.1,0.530777778,0.204647147,0.086104998,0.00713634,2,16,0.568799805,2.281701089,-0.014731447,0.508366667,0.530441667,31,0.616916667,0.606083334,870.1,2760.1,-0.00014991,4230.1,7410.1,-3.41E-05,0.407234683,0.017211204,0,0,0
0210G2,30.1,0.117916667,240.1,0.477472222,270.1,0.514222222,300.1,0.553777778,0.199789689,0.091593462,0.007058285,2,16,0.59149603,2.254929048,-0.014676029,0.528166667,0.551741667,31,0.638916667,0.624416667,870.1,4320.1,-8.21E-05,4350.1,7410.1,-3.00E-05,0.403092233,0.01457719,0,0,0
0211G2,90.1,0.091333333,240.1,0.484472222,270.1,0.517222222,300.1,0.535777778,0.333708856,0.052086996,0.009628504,2,18,0.614551754,3.437634341,-0.019584357,0.536566667,0.578841667,23,0.658972222,0.651944444,720.1,2130.1,-4.83E-05,4200.1,8430.1,-3.34E-05,0.541965962,0.021330126,0,0,0
0211G2,90.1,0.112333333,240.1,0.495472222,270.1,0.524222222,300.1,0.543777778,0.296808131,0.06505095,0.008789021,2,23,0.547475123,-0.112628501,-0.006597597,0.543966667,0.587441667,23,0.670972222,0.665277778,720.1,5040.1,-4.83E-05,5070.1,7500.1,-3.60E-05,0.530378388,0.013730893,0,0,0
0211G2,30.1,0.070916667,180.1,0.363444444,210.1,0.454305556,240.1,0.494472222,0.326824193,0.045838953,0.011572546,2,23,0.557830504,-0.164740367,-0.006617899,0.477244444,0.543836111,23,0.677972222,0.672277778,720.1,2190.1,-6.33E-05,4170.1,7470.1,-3.10E-05,0.545328328,0.015924694,0,0,0
0211G2,30.1,0.073916667,240.1,0.480472222,270.1,0.517222222,300.1,0.536777778,0.26740444,0.062324554,0.008872736,2,22,0.642590798,2.700126716,-0.015215379,0.532566667,0.578841667,22,0.666166667,0.663972222,690.1,2190.1,-5.97E-05,4890.1,7500.1,-3.25E-05,0.535675505,0.013401423,0,0,0
0212G2,150.1,0.135416667,270.1,0.494222222,300.1,0.526777778,330.1,0.535,0.323657203,0.040215652,0.009526636,2,17,0.590290319,4.386012178,-0.021807332,0.534211111,0.569472222,21,0.615777778,0.613777778,630.1,2220.1,-7.10E-05,4200.1,8430.1,-2.61E-05,0.477754695,0.017017268,0,0,0
0212G2,120.1,0.094,270.1,0.526222222,300.1,0.554777778,330.1,0.566,0.344485763,0.046927702,0.009271534,2,17,0.616939962,4.202668968,-0.021886214,0.565611111,0.598572222,19,0.638777778,0.6375,600.1,4320.1,-5.08E-05,4350.1,8430.1,-2.97E-05,0.485806367,0.018418965,0,0,0
0212G2,120.1,0.064,270.1,0.493222222,300.1,0.523777778,330.1,0.531,0.408415349,0.031974684,0.010393832,3,18,0.581240585,4.79010965,-0.023769898,0.530411111,0.562572222,20,0.603388889,0.600981482,600.1,4320.1,-4.94E-05,4350.1,8430.1,-2.79E-05,0.459631184,0.017453209,0,0,0
0212G2,120.1,0.066,270.1,0.477222222,300.1,0.512777778,330.1,0.517,0.395665503,0.023707664,0.011372246,2,18,0.56485024,5.073012426,-0.024498493,0.515411111,0.545872222,19,0.584777778,0.584166667,600.1,2190.1,-7.83E-05,4200.1,8430.1,-2.50E-05,0.447860329,0.016505651,0,0,0
0213G2,120.1,0.076,210.1,0.307305556,240.1,0.383472222,270.1,0.437222222,0.46570307,0.014153245,0.014730732,3,17,0.534383039,4.141592673,-0.02067402,0.413555556,0.471538889,16,0.554222222,0.547518518,570.1,2160.1,-0.000121985,4200.1,8430.1,-1.70E-05,0.377092723,0.011817177,0,0,0
0213G2,90.1,0.063333333,210.1,0.328305556,240.1,0.401472222,270.1,0.455222222,0.411383242,0.019756673,0.01346943,2,17,0.551827131,3.795660977,-0.019445278,0.430955556,0.487938889,16,0.570222222,0.562851852,570.1,1260.1,-0.000180122,4200.1,8430.1,-1.86E-05,0.414599765,0.012635495,0,0,0
0213G2,120.1,0.097,210.1,0.322305556,240.1,0.401472222,270.1,0.441222222,0.400263016,0.024407701,0.012419872,2,17,0.547409774,3.619218475,-0.018656406,0.424155556,0.481938889,16,0.566222222,0.557851852,570.1,2190.1,-0.000126714,4200.1,8430.1,-1.90E-05,0.373212441,0.012995958,0,0,0
0213G2,120.1,0.094,210.1,0.318305556,240.1,0.392472222,270.1,0.442222222,0.406572336,0.025490631,0.012135447,2,17,0.542476634,3.571825231,-0.018408949,0.419755556,0.476738889,16,0.558222222,0.551518518,570.1,2130.1,-0.000120737,4230.1,8430.1,-2.00E-05,0.378593512,0.01345809,0,0,0
0214G2,60.1,0.113166667,210.1,0.537305556,240.1,0.581472222,270.1,0.631222222,0.311541055,0.073718636,0.009758018,3,16,0.705750698,3.015540618,-0.019854646,0.624155556,0.663438889,18,0.711333333,0.709861111,570.1,4410.1,-6.09E-05,7050.1,8430.1,-1.75E-05,0.536747636,0.006399198,0,0,0
0214G2,60.1,0.121166667,210.1,0.547305556,240.1,0.588472222,270.1,0.637222222,0.301568048,0.084213798,0.00921739,2,19,0.614138046,-0.216216674,-0.007224765,0.630755556,0.666538889,18,0.710333333,0.706861111,540.1,2220.1,-7.89E-05,4200.1,8430.1,-2.28E-05,0.551670188,0.0147261,0,0,0
0214G2,60.1,0.122166667,180.1,0.486444444,210.1,0.549305556,240.1,0.593472222,0.345434116,0.07068066,0.010895356,2,16,0.708131936,2.750590149,-0.019223919,0.593044444,0.646736111,18,0.707333333,0.706194444,540.1,4830.1,-6.04E-05,4860.1,8430.1,-2.48E-05,0.550920833,0.013526929,0,0,0
0214G2,60.1,0.105166667,210.1,0.556305556,240.1,0.605472222,270.1,0.649222222,0.333154262,0.073435971,0.009930997,2,12,0.710724309,3.082309228,-0.020679622,0.638955556,0.669238889,18,0.706333333,0.704194444,570.1,2190.1,-5.31E-05,4200.1,8430.1,-3.11E-05,0.584402582,0.019686435,0,0,0
0215G2,60.1,0.075166667,240.1,0.466472222,270.1,0.510222222,300.1,0.542777778,0.304248433,0.050439568,0.009422953,2,17,0.63964826,3.083874049,-0.016336215,0.535566667,0.584641667,16,0.652222222,0.641851852,1290.1,2220.1,-5.63E-05,4830.1,8430.1,-2.61E-05,0.549506658,0.014702097,0,0,0
0215G2,60.1,0.080166667,240.1,0.433472222,270.1,0.487222222,300.1,0.517777778,0.281286652,0.055007836,0.009001669,2,17,0.606149552,2.979965652,-0.016413532,0.506366667,0.556041667,16,0.616222222,0.612851852,1320.1,2220.1,-6.08E-05,4860.1,8430.1,-2.77E-05,0.514995833,0.015295638,0,0,0
0215G2,60.1,0.095166667,270.1,0.497222222,300.1,0.522777778,330.1,0.543,0.236201044,0.070446911,0.007448198,2,17,0.626012188,2.788849171,-0.01478931,0.542011111,0.581372222,16,0.627222222,0.621185185,1320.1,2250.1,-6.38E-05,4860.1,8430.1,-2.82E-05,0.522170833,0.015519241,0,0,0
0215G2,60.1,0.103166667,270.1,0.494222222,300.1,0.520777778,330.1,0.541,0.223805636,0.07459879,0.007198604,2,16,0.634944975,2.654691134,-0.013962959,0.542011111,0.583272222,16,0.626222222,0.625518518,990.1,4830.1,-4.21E-05,4860.1,8430.1,-2.92E-05,0.522204167,0.015980832,0,0,0
0216G2,90.1,0.117333333,240.1,0.505472222,270.1,0.541222222,300.1,0.558777778,0.29209484,0.05954598,0.009171489,2,21,0.669306722,2.852632888,-0.015733399,0.558366667,0.607141667,21,0.684777778,0.683444445,660.1,2190.1,-5.60E-05,4170.1,8430.1,-3.34E-05,0.552185315,0.021440936,0,0,0
0216G2,60.1,0.102166667,240.1,0.517472222,270.1,0.558222222,300.1,0.577777778,0.270391729,0.069427648,0.008679454,2,20,0.690500553,2.724709636,-0.015373117,0.575766667,0.627741667,19,0.704777778,0.702166667,630.1,2220.1,-7.99E-05,4170.1,7500.1,-2.95E-05,0.560063244,0.015317093,0,0,0
0216G2,60.1,0.083166667,240.1,0.479472222,270.1,0.526222222,300.1,0.551777778,0.291973222,0.051593534,0.009577257,3,19,0.661132322,3.061948015,-0.016306089,0.546166667,0.599941667,20,0.678388889,0.677648148,630.1,2220.1,-7.66E-05,4170.1,7470.1,-2.79E-05,0.542535536,0.014584068,0,0,0
0216G2,60.1,0.085166667,240.1,0.512472222,270.1,0.552222222,300.1,0.570777778,0.299106064,0.049807067,0.0099269,2,20,0.56603147,-0.102784897,-0.006473728,0.568366667,0.619141667,20,0.696388889,0.694314815,630.1,2220.1,-6.57E-05,4200.1,8430.1,-3.08E-05,0.555381455,0.019782662,0,0,0
0401J2,90.1,0.055888889,210.1,0.295305556,240.1,0.389833333,270.1,0.467916667,0.416161252,0.017393272,0.013504625,2,16,0.561800583,4.226054554,-0.020712856,0.429738889,0.491136111,15,0.566972222,0.560490741,540.1,2220.1,-5.36E-05,2250.1,7200.1,-2.65E-05,0.462711345,0.01963649,0,0,0
0401J2,120.1,0.085444444,240.1,0.398833333,270.1,0.477916667,300.1,0.498361111,0.385169308,0.025110676,0.011682332,2,16,0.572605459,4.222139479,-0.020924389,0.487238889,0.528763889,15,0.576972222,0.572490741,540.1,2220.1,-5.80E-05,2250.1,7230.1,-2.77E-05,0.467570359,0.020561187,0,0,0
0401J2,120.1,0.079444444,240.1,0.400833333,270.1,0.475916667,300.1,0.493361111,0.404621938,0.021806204,0.012228059,2,16,0.568514348,4.389777904,-0.021535223,0.485038889,0.525763889,16,0.575638889,0.569666667,540.1,2220.1,-5.38E-05,2250.1,7230.1,-3.00E-05,0.46627958,0.022322824,0,0,0
0401J2,90.1,0.050888889,240.1,0.392833333,270.1,0.472916667,300.1,0.492361111,0.408748165,0.022294234,0.012109099,4,16,0.577074411,4.254485232,-0.020712096,0.484238889,0.529563889,16,0.584638889,0.58,540.1,2160.1,-5.16E-05,2190.1,7230.1,-2.89E-05,0.476700526,0.021610079,0,0,0
0402J2,210.1,0.113305556,300.1,0.360361111,330.1,0.457277778,360.1,0.506805556,0.385672803,0.009548685,0.012136532,6,21,0.60485996,5.712109434,-0.020213555,0.479255556,0.537494445,20,0.626416667,0.622462963,720.1,5070.1,-6.39E-05,5490.1,7230.1,-3.35E-05,0.452070621,0.010046439,0,0,0
0402J2,150.1,0.044722222,330.1,0.450277778,360.1,0.511805556,390.1,0.528861111,0.384899027,0.011101201,0.011351823,6,21,0.605030329,5.669877109,-0.020037428,0.522311111,0.563491667,21,0.624333333,0.622111111,720.1,5070.1,-6.58E-05,5100.1,7230.1,-3.27E-05,0.450489198,0.011426316,0,0,0
0402J2,210.1,0.113305556,360.1,0.512805556,390.1,0.528861111,420.1,0.543972222,0.301961707,0.02438305,0.008641137,2,21,0.601421336,5.78345099,-0.02053135,0.546333333,0.578822222,20,0.620416667,0.616796296,720.1,5070.1,-6.40E-05,0,0,0,0,0,0,0,0
0402J2,210.1,0.112305556,360.1,0.495805556,390.1,0.516861111,420.1,0.531972222,0.296992098,0.021855826,0.008824919,6,21,0.589829467,5.796919557,-0.020257786,0.532533333,0.565222222,20,0.607416667,0.603796296,720.1,5040.1,-6.17E-05,5070.1,7230.1,-3.01E-05,0.444697869,0.01092967,0,0,0
0403J2,90.1,0.089888889,240.1,0.691833333,270.1,0.719916667,300.1,0.719361111,0.408154147,0.060281938,0.010524924,2,11,0.746253454,4.898840041,-0.030310628,0.712638889,0.710163889,10,0.719916667,0.71037037,510.1,7650.1,-6.41E-05,7680.1,8310.1,-1.16E-05,0.483604798,0.003841376,0,0,0
0403J2,90.1,0.089888889,240.1,0.691833333,270.1,0.727916667,300.1,0.724361111,0.408154147,0.063987231,0.010284308,2,11,0.748836756,4.853473374,-0.030312087,0.716838889,0.715163889,10,0.727916667,0.714703704,510.1,7680.1,-6.67E-05,0,0,0,0,0,0,0,0
0403J2,90.1,0.077888889,240.1,0.669833333,270.1,0.722916667,300.1,0.720361111,0.430349123,0.058255377,0.010572039,2,13,0.73214676,5.159463287,-0.031865044,0.712238889,0.716063889,12,0.726277778,0.722814815,510.1,7680.1,-6.84E-05,0,0,0,0,0,0,0,0
0403J2,90.1,0.080888889,240.1,0.666833333,270.1,0.716916667,300.1,0.716361111,0.421892733,0.060044018,0.010417852,2,11,0.737267736,4.894287923,-0.030169502,0.705438889,0.709163889,10,0.716916667,0.700037037,510.1,7680.1,-6.74E-05,0,0,0,0,0,0,0,0
0404J2,90.1,0.049888889,240.1,0.458833333,270.1,0.512916667,300.1,0.534361111,0.443777745,0.020765939,0.01312952,2,20,0.625772608,4.372081782,-0.021714442,0.526438889,0.575163889,21,0.657333333,0.655777778,690.1,5700.1,-3.82E-05,0,0,0,0,0,0,0,0
0404J2,120.1,0.073444444,240.1,0.458833333,270.1,0.511916667,300.1,0.530361111,0.458039445,0.022509936,0.012765751,3,22,0.626513085,4.280461821,-0.021196996,0.524238889,0.570663889,22,0.655583333,0.651129629,720.1,5100.1,-3.57E-05,5130.1,7260.1,-3.98E-05,0.532197917,0.013278254,0,0,0
0404J2,120.1,0.069444444,240.1,0.462833333,270.1,0.516916667,300.1,0.535361111,0.474209988,0.020219243,0.013235476,2,23,0.537039438,-0.11996653,-0.005761602,0.528438889,0.574963889,22,0.665583333,0.659129629,720.1,5070.1,-3.62E-05,0,0,0,0,0,0,0,0
0404J2,90.1,0.042888889,270.1,0.511916667,300.1,0.527361111,330.1,0.546277778,0.413258176,0.031636039,0.010634315,2,21,0.624814612,4.408164224,-0.021512498,0.548844445,0.588044445,21,0.655333333,0.653777778,690.1,5100.1,-3.04E-05,5130.1,7290.1,-3.93E-05,0.543513318,0.013315329,0,0,0
0405J2,90.1,0.086888889,240.1,0.646833333,270.1,0.692916667,300.1,0.700361111,0.401491699,0.050360957,0.010970466,2,12,0.720047252,4.904355719,-0.029226594,0.686238889,0.683363889,12,0.701277778,0.697148148,480.1,7650.1,-6.74E-05,7680.1,8310.1,3.75E-06,0.411968434,0.004075441,0,0,0
0405J2,90.1,0.098888889,240.1,0.650833333,270.1,0.702916667,300.1,0.695361111,0.376851341,0.06134927,0.010174606,2,13,0.71237683,4.589155412,-0.02841959,0.687638889,0.684363889,10,0.702916667,0.683037037,480.1,7650.1,-6.70E-05,7680.1,8310.1,-2.57E-06,0.414241162,0.003627369,0,0,0
0405J2,60.1,0.065222222,240.1,0.647833333,270.1,0.695916667,300.1,0.710361111,0.38263887,0.052206812,0.010850615,2,12,0.733074532,4.489373154,-0.026937984,0.692438889,0.690963889,12,0.711277778,0.706148148,480.1,7650.1,-6.68E-05,7680.1,8310.1,-4.00E-06,0.423786616,0.003730913,0,0,0
0405J2,60.1,0.054222222,240.1,0.636833333,270.1,0.679916667,300.1,0.700361111,0.410569526,0.04501012,0.011403881,2,12,0.718249271,4.807339431,-0.028396083,0.681038889,0.686163889,11,0.700361111,0.693185185,480.1,7650.1,-6.55E-05,7680.1,8310.1,1.42E-06,0.432059344,0.003173671,0,0,0
0406J2,120.1,0.069444444,270.1,0.513916667,300.1,0.536361111,330.1,0.559277778,0.400306812,0.030117324,0.010794406,2,21,0.637792087,4.476098827,-0.021315046,0.555844445,0.598244445,22,0.665583333,0.661129629,660.1,5070.1,-4.17E-05,5100.1,7170.1,-3.67E-05,0.522666667,0.012135524,0,0,0
0406J2,60.1,0.046222222,270.1,0.512916667,300.1,0.542361111,330.1,0.561277778,0.34380753,0.027958278,0.011032203,2,21,0.645114105,4.214722855,-0.019841352,0.558444445,0.601044445,22,0.671583333,0.667129629,690.1,5040.1,-4.30E-05,5070.1,7260.1,-3.69E-05,0.529037538,0.012880487,0,0,0
0406J2,120.1,0.070444444,270.1,0.506916667,300.1,0.534361111,330.1,0.549277778,0.394704451,0.027741056,0.011008739,2,21,0.631736305,4.429390871,-0.020798746,0.543644445,0.589344445,22,0.663583333,0.657129629,690.1,2250.1,-7.35E-05,5040.1,7230.1,-3.52E-05,0.524284535,0.012442577,0,0,0
