Sample,exp_start,exp_start_value,exp_end_1,exp_end_value_1,exp_end_2,exp_end_value_2,exp_end_3,exp_end_value_3,exponential_coef_simple,exponential_Y0,exponential_r,log_start_position,log_end_position,log_theoretical_K,log_b,log_theoretical_r,mean_4points_afterK,mean_9points_afterK,position_K,K,mean_window_K,decrease_start,decrease_end,decrease_rate,steady_start,steady_end,steady_rate,mean_steady,mean_steady_sd,rise_start,rise_end,rise_rate
0202B1,90.1,0.100222222,300.1,1.068444444,330.1,1.102444444,360.1,1.147888889,0.338081306,0.118792875,0.007678564,2,36,1.22300354,3.934359877,-0.019801918,1.131533333,1.164222222,86,1.320611111,1.315574074,2460.1,14400.1,-0.000127734,0,0,0,0,0,330.1,2460.1,0.000127623
0202B1,60.1,0.062888889,300.1,1.113444444,330.1,1.131444444,360.1,1.166888889,0.359230511,0.12263041,0.007781897,2,18,1.204883256,4.245479527,-0.022773197,1.159133333,1.189022222,87,1.353666667,1.346611111,2610.1,3120.1,-3.71E-05,0,0,0,0,0,330.1,2610.1,0.000126928
0202B1,60.1,0.059888889,300.1,1.097444444,330.1,1.118444444,360.1,1.167888889,0.363531066,0.123217273,0.007728996,2,24,0.931279967,1.028163956,-0.011345289,1.151733333,1.185922222,88,1.356555556,1.352870371,2610.1,14400.1,-0.000113278,0,0,0,0,0,330.1,2610.1,0.000136508
0202B1,60.1,0.064888889,270.1,1.063833333,300.1,1.102444444,330.1,1.123444444,0.399565373,0.093418463,0.009361173,2,26,1.228644361,4.014518445,-0.021510546,1.130155555,1.173966667,87,1.355666667,1.350944445,2550.1,14400.1,-0.00012922,0,0,0,0,0,300.1,2550.1,0.00014335
0202F2,60.1,0.07464,270.1,1.09912,300.1,1.1272,330.1,1.1408,0.38422694,0.11773091,0.008663877,2,23,1.191485717,4.108713014,-0.023989745,1.138968,1.163736,45,1.39564,1.30156,1410.1,1890.1,-4.71E-05,2220.1,14670.1,-2.61E-05,1.206588942,0.047497872,300.1,1410.1,0.000213077
0202F2,60.1,0.08264,240.1,1.0324,270.1,1.10812,300.1,1.1372,0.420857941,0.088777099,0.010592871,2,22,0.920507725,0.937336427,-0.01209964,1.10788,1.154172,114,1.3086,1.301373333,3270.1,3840.1,-5.09E-05,3870.1,14820.1,-2.31E-05,1.227828871,0.037119538,270.1,1620.1,0.000179125
0202F2,60.1,0.07764,270.1,1.10112,300.1,1.1282,330.1,1.1438,0.378857195,0.11823043,0.008659917,2,18,0.841299366,1.019789374,-0.013425345,1.143568,1.172936,112,1.30688,1.295853333,2730.1,3090.1,-4.34E-05,3120.1,14970.1,-2.45E-05,1.224754949,0.042460687,300.1,1590.1,0.000167843
0202F2,60.1,0.06664,270.1,1.11312,300.1,1.1422,330.1,1.1538,0.402231023,0.115538241,0.008785867,2,27,1.013384191,-0.376960341,-0.006670088,1.156368,1.180736,91,1.30588,1.295586667,3240.1,3720.1,-3.07E-05,11520.1,14970.1,-1.95E-05,1.174242414,0.011554092,300.1,1560.1,0.000151194
0203B1,240.1,0.138666667,420.1,0.700722222,450.1,0.772944444,480.1,0.816444444,0.270006429,0.024966384,0.008053151,2,22,0.860666675,5.725255333,-0.016856255,0.789377778,0.810761111,239,0.953722222,0.950222222,750.1,1110.1,-9.77E-07,5940.1,14100.1,-1.51E-05,0.92380464,0.018736467,0,0,0
0203B1,210.1,0.125333333,420.1,0.712722222,450.1,0.764944444,480.1,0.799444444,0.248302129,0.033463937,0.007429371,2,19,0.875560156,4.92883416,-0.014863921,0.778577778,0.797261111,243,0.970777778,0.966185185,7080.1,7470.1,-1.35E-05,7500.1,14100.1,-6.96E-06,0.954004525,0.007424155,0,0,0
0203B1,210.1,0.120333333,420.1,0.705722222,450.1,0.760944444,480.1,0.793444444,0.252708006,0.031966858,0.007516384,2,22,0.839464058,5.211217949,-0.015947365,0.773977778,0.793861111,239,0.971722222,0.969555555,7200.1,7650.1,-1.28E-05,7680.1,14100.1,-9.16E-06,0.951160982,0.009061994,0,0,0
0203B1,180.1,0.102333333,420.1,0.780722222,450.1,0.838944444,480.1,0.865444444,0.253997995,0.031734879,0.007786155,2,23,0.912881227,5.40682935,-0.016600256,0.850177778,0.870761111,230,1.066388889,1.062148148,7050.1,7500.1,-4.81E-05,7530.1,14100.1,-8.16E-06,1.043514141,0.008775003,450.1,5970.1,6.67E-05
0204B1,60.1,0.055888889,300.1,1.090444444,330.1,1.111444444,360.1,1.156888889,0.371371881,0.103185055,0.008259948,2,24,0.938486498,1.454037888,-0.012276951,1.136333333,1.160922222,109,1.370277778,1.365074074,3360.1,4050.1,-4.55E-05,4080.1,14100.1,-1.35E-05,1.318977778,0.020388578,330.1,2910.1,0.000154625
0204B1,60.1,0.059888889,300.1,1.091444444,330.1,1.111444444,360.1,1.147888889,0.362845785,0.107960698,0.008125964,2,48,1.232007165,4.065522903,-0.02063761,1.134133333,1.158622222,108,1.372111111,1.364703704,3330.1,4050.1,-2.10E-05,4080.1,14100.1,-1.62E-05,1.312733002,0.024236012,330.1,2970.1,0.000157656
0204B1,60.1,0.061888889,300.1,1.119444444,330.1,1.143444444,360.1,1.173888889,0.361905893,0.115009679,0.008009484,2,26,1.212280652,4.352947291,-0.02297574,1.159533333,1.181822222,129,1.390166667,1.380222222,3720.1,4050.1,-4.24E-05,4080.1,10650.1,-1.10E-05,1.359596717,0.011750318,330.1,2730.1,0.000164363
0204B1,60.1,0.065888889,300.1,1.117444444,330.1,1.132444444,360.1,1.178888889,0.353853723,0.118533824,0.007917613,2,24,0.918449922,1.002693604,-0.011456429,1.160333333,1.184522222,129,1.394166667,1.386555556,3300.1,3660.1,-7.55E-05,3690.1,14100.1,-1.65E-05,1.344904215,0.025444264,330.1,3300.1,0.000132004
0205B1,60.1,0.058888889,270.1,0.851833333,300.1,0.951444444,330.1,0.997444444,0.381676923,0.075814812,0.00931484,2,20,1.011299338,4.213983944,-0.02242241,0.963955555,0.984166667,16,1.013944444,1.008703703,540.1,1710.1,-0.000130846,4470.1,10200.1,-3.29E-06,0.834607928,0.010819028,0,0,0
0205B1,60.1,0.056888889,270.1,0.848833333,300.1,0.938444444,330.1,0.990444444,0.386108973,0.073082581,0.009423331,2,14,1.027915604,4.117802871,-0.021446034,0.956955555,0.978566667,13,1.006888889,0.999166667,540.1,1680.1,-0.000124937,2850.1,12900.1,4.45E-06,0.915251323,0.019787001,0,0,0
0205B1,60.1,0.057888889,270.1,0.847833333,300.1,0.926444444,330.1,0.978444444,0.38345123,0.074826853,0.009323514,2,14,1.013558699,4.074051586,-0.02143525,0.946555555,0.964766667,13,0.990888889,0.986166667,540.1,1650.1,-0.000212118,4620.1,11490.1,1.89E-05,0.91970314,0.022033554,0,0,0
0205B1,60.1,0.061888889,270.1,0.863833333,300.1,0.931444444,330.1,0.979444444,0.376577026,0.076225576,0.009306882,2,14,1.01619595,4.059352662,-0.021513005,0.952155555,0.968266667,14,0.994166667,0.991925926,540.1,1620.1,-0.000153522,3030.1,7110.1,2.79E-05,0.895315491,0.018414844,0,0,0
0206B1,210.1,0.122333333,450.1,1.020944444,480.1,1.051444444,510.1,1.052611111,0.265216731,0.034786165,0.007722894,2,18,1.172656138,5.982471077,-0.017103192,1.044111111,1.039977778,19,1.056166667,1.049388889,660.1,3030.1,-9.62E-05,3060.1,14130.1,6.30E-08,0.912132883,0.011790047,0,0,0
0206B1,210.1,0.128333333,450.1,1.031944444,480.1,1.060444444,510.1,1.061611111,0.260571134,0.038822536,0.007512861,2,18,1.174378238,5.929629309,-0.017183411,1.053311111,1.050477778,19,1.066166667,1.058055556,660.1,1920.1,-0.000165138,1950.1,14100.1,6.54E-06,0.9646341,0.017488504,0,0,0
0206B1,210.1,0.125333333,450.1,1.018944444,480.1,1.043444444,510.1,1.049611111,0.261943207,0.037896438,0.007539124,2,22,1.072653205,6.570697626,-0.019651132,1.038511111,1.034377778,19,1.050166667,1.043388889,660.1,1890.1,-0.000184671,5670.1,14100.1,-6.16E-07,0.925771671,0.008382431,0,0,0
0206B1,180.1,0.097333333,450.1,1.022944444,480.1,1.045444444,510.1,1.051611111,0.26136655,0.036587525,0.007642774,2,19,1.121733084,6.236669667,-0.018383998,1.042511111,1.038577778,19,1.054166667,1.048055556,660.1,1920.1,-0.00019839,5700.1,14100.1,7.75E-08,0.919680704,0.008409061,0,0,0
0207B1,0,0,0,0,0,0,0,0,0,0,0,0,91,0.009438599,1.414810651,-0.002082908,0,0,397,0.021166667,0.020411323,4980.1,5340.1,-3.03E-06,5370.1,14400.1,-2.75E-08,0.018032741,0.001424547,0,0,0
0207B1,60.1,0.067888889,270.1,1.055833333,300.1,1.068444444,330.1,1.080444444,0.392030463,0.094287513,0.009297656,2,17,1.1087508,4.488918337,-0.025637719,1.081155555,1.090466667,108,1.159111111,1.15337037,570.1,930.1,-6.22E-05,1530.1,14100.1,-1.45E-05,1.104571032,0.027390448,0,0,0
0207B1,60.1,0.064888889,270.1,1.061833333,300.1,1.080444444,330.1,1.090444444,0.399296549,0.09330388,0.009359089,2,14,1.124135751,4.496958732,-0.02549935,1.088355555,1.097766667,108,1.194111111,1.185037037,3270.1,4050.1,-4.26E-05,6090.1,14100.1,-1.10E-05,1.114046227,0.013707897,0,0,0
0207B1,60.1,0.067888889,300.1,1.083444444,330.1,1.089444444,360.1,1.109888889,0.34625352,0.134986747,0.00742178,2,14,1.12725834,4.42095137,-0.025175803,1.099333333,1.104022222,108,1.187111111,1.18037037,3300.1,3630.1,-4.82E-05,6060.1,14100.1,-8.75E-06,1.130779637,0.011541129,0,0,0
0208B1,60.1,0.049888889,330.1,0.956444444,360.1,0.976888889,390.1,0.966166667,0.328158266,0.087633826,0.007563383,2,14,1.032718642,4.163010045,-0.019353719,0.964833333,0.957888889,13,0.976888889,0.9665,540.1,1650.1,-7.68E-05,5640.1,14100.1,-6.59E-06,0.946859442,0.011240229,0,0,0
0208B1,60.1,0.056888889,330.1,0.948444444,360.1,0.973888889,390.1,0.977166667,0.312635907,0.10137559,0.007085322,2,14,1.027250291,3.881760407,-0.01858667,0.967833333,0.961388889,263,0.988111111,0.982388889,570.1,1680.1,-9.14E-05,5670.1,14100.1,-4.34E-06,0.968470252,0.008736026,0,0,0
0208B1,60.1,0.053888889,330.1,0.953444444,360.1,0.973888889,390.1,0.965166667,0.319239649,0.097236552,0.007249883,2,14,1.024628749,4.016354909,-0.019182213,0.963033333,0.957088889,291,0.986222222,0.980592592,540.1,1650.1,-7.69E-05,5640.1,14100.1,-4.86E-06,0.963544955,0.009943949,0,0,0
0208B1,60.1,0.054888889,330.1,0.985444444,360.1,1.002888889,390.1,0.995166667,0.320864646,0.098995089,0.007307161,2,14,1.056626261,4.080266984,-0.019477523,0.992633333,0.986288889,13,1.002888889,0.9945,540.1,1710.1,-0.000106475,5670.1,14100.1,-7.50E-06,0.960152121,0.012083756,0,0,0
0209B1,60.1,0.074888889,300.1,1.129444444,330.1,1.137444444,360.1,1.161888889,0.339184452,0.133369142,0.007568676,2,33,1.206530387,4.223967792,-0.023234318,1.153733333,1.170022222,108,1.361111111,1.357703704,3330.1,3810.1,-3.41E-05,8370.1,14100.1,-2.01E-05,1.258007523,0.017762954,330.1,3330.1,0.000116085
0209B1,60.1,0.078888889,300.1,1.122444444,330.1,1.127444444,360.1,1.159888889,0.331902966,0.140683523,0.007379585,2,22,0.920493599,1.25291723,-0.013328993,1.146133333,1.163522222,140,1.406444444,1.372592592,3330.1,3810.1,-2.32E-05,6090.1,12960.1,-1.79E-05,1.304644444,0.019089931,330.1,3330.1,0.000127721
0209B1,60.1,0.062888889,300.1,1.098444444,330.1,1.108444444,360.1,1.133888889,0.357535102,0.112867352,0.007998994,2,22,1.168660627,4.415012206,-0.023524699,1.124933333,1.146622222,157,1.3905,1.362685185,3360.1,3930.1,-2.59E-05,3960.1,14100.1,-1.83E-05,1.307295805,0.027887208,330.1,3360.1,0.000133561
0209B1,60.1,0.073888889,270.1,1.078833333,300.1,1.114444444,330.1,1.117444444,0.383010432,0.100453843,0.009152966,2,44,1.208502251,4.042868271,-0.02232541,1.121155555,1.145066667,144,1.373777778,1.368425926,4410.1,5310.1,-3.69E-05,5340.1,14100.1,-1.86E-05,1.298366705,0.024610031,300.1,3330.1,0.000138458
0210B1,60.1,0.077888889,270.1,1.212833333,300.1,1.251444444,330.1,1.266444444,0.392204455,0.112159174,0.009242211,2,31,1.381161696,4.255027499,-0.023534628,1.273555555,1.330066667,87,1.421666667,1.414611111,780.1,1710.1,-3.48E-05,2340.1,14100.1,-1.11E-05,1.363527707,0.020475122,0,0,0
0210B1,90.1,0.063222222,300.1,1.186444444,330.1,1.233444444,360.1,1.267888889,0.418865771,0.081316125,0.00929904,2,24,1.355983951,4.930253096,-0.023227643,1.253133333,1.309522222,88,1.432555556,1.425203704,1320.1,1650.1,-5.10E-05,2460.1,14100.1,-6.12E-06,1.399648101,0.013092138,0,0,0
0210B1,60.1,0.088888889,270.1,1.242833333,300.1,1.274444444,330.1,1.298444444,0.376823121,0.132396524,0.008732784,2,25,1.406093797,4.074951534,-0.023266616,1.304755555,1.359266667,86,1.466611111,1.462240741,1140.1,1710.1,-2.10E-05,2100.1,14100.1,-7.47E-06,1.429466334,0.016335141,0,0,0
0210B1,30.1,0.063333333,270.1,1.222833333,300.1,1.246444444,330.1,1.267444444,0.370064259,0.123622596,0.008947294,2,24,1.368922054,4.088982506,-0.023559794,1.277755555,1.328466667,86,1.432611111,1.426574074,960.1,1350.1,-5.23E-05,2430.1,12990.1,-8.30E-06,1.388344927,0.015553356,0,0,0
0211B1,60.1,0.078888889,270.1,1.116833333,300.1,1.128444444,330.1,1.138444444,0.378601741,0.111324731,0.008927582,2,18,0.829941471,0.995205078,-0.014256551,1.141555555,1.156266667,140,1.288444444,1.282259259,4290.1,4620.1,-8.83E-05,6030.1,14100.1,-1.33E-05,1.226910494,0.016818073,300.1,2100.1,0.000122961
0211B1,60.1,0.085888889,270.1,1.117833333,300.1,1.125444444,330.1,1.134444444,0.366584728,0.117034501,0.008740384,2,20,0.888783985,1.094505839,-0.01314349,1.138155555,1.154166667,108,1.300111111,1.296037037,4350.1,4680.1,-5.33E-05,4710.1,10650.1,-1.32E-05,1.257537968,0.013438342,300.1,2190.1,0.000137175
0211B1,60.1,0.079888889,270.1,1.082833333,300.1,1.097444444,330.1,1.109444444,0.372385651,0.1091416,0.008883078,2,20,1.147463312,4.30509114,-0.025121137,1.110955555,1.128466667,143,1.2935,1.288166667,4920.1,5490.1,-6.56E-05,5520.1,12990.1,-1.06E-05,1.238817778,0.013560061,300.1,2130.1,0.000153687
0211B1,60.1,0.078888889,270.1,1.079833333,300.1,1.094444444,330.1,1.098444444,0.373788799,0.111386982,0.008808141,2,22,0.849943002,0.891442914,-0.012293455,1.103555555,1.118266667,145,1.295,1.289685185,3330.1,3750.1,-7.76E-05,6090.1,13020.1,-9.99E-06,1.252484674,0.01178432,300.1,2160.1,0.000157982
0212B1,60.1,0.054888889,300.1,1.127444444,330.1,1.131444444,360.1,1.152888889,0.377799732,0.115285966,0.00809956,2,38,1.199319138,4.923048101,-0.026484879,1.144733333,1.155822222,119,1.363888889,1.35762963,3420.1,4050.1,-3.05E-05,9750.1,14100.1,-1.13E-05,1.292097349,0.009429361,330.1,2700.1,0.000170347
0212B1,60.1,0.055888889,270.1,1.096833333,300.1,1.121444444,330.1,1.126444444,0.425259561,0.076590052,0.010229586,2,39,1.202001148,4.818706269,-0.025810281,1.130155555,1.148966667,145,1.369,1.359018519,4890.1,5550.1,-2.72E-05,5580.1,14100.1,-1.58E-05,1.306617349,0.020606006,300.1,2790.1,0.000167929
0212B1,60.1,0.063888889,270.1,1.106833333,300.1,1.126444444,330.1,1.135444444,0.4074447,0.083206358,0.009958461,2,14,1.174464983,4.92330074,-0.027161345,1.136755555,1.154266667,159,1.370944444,1.365648148,3300.1,3990.1,-1.81E-05,4020.1,14100.1,-1.68E-05,1.319386911,0.025486491,300.1,2700.1,0.000175379
0212B1,60.1,0.063888889,300.1,1.117444444,330.1,1.118444444,360.1,1.148888889,0.357706768,0.12068932,0.007906369,2,38,1.190463683,4.676566018,-0.025355728,1.136733333,1.149022222,144,1.343777778,1.340092593,3360.1,3930.1,-1.60E-05,3960.1,14100.1,-2.09E-05,1.281645717,0.031566858,330.1,2940.1,0.000147648
0213B1,120.1,0.069666667,360.1,1.039888889,390.1,1.019166667,420.1,1.007722222,0.337893398,0.069517895,0.007821145,3,14,1.107909684,5.345417061,-0.021566057,1.012033333,0.989516667,13,1.039888889,1.009833333,540.1,4050.1,-0.000148065,4080.1,14130.1,3.05E-06,0.707882578,0.008439115,0,0,0
0213B1,60.1,0.070888889,300.1,1.037444444,330.1,1.047444444,360.1,1.044888889,0.335425249,0.099944207,0.008162256,2,13,1.102081295,4.301180707,-0.022419256,1.034533333,1.015422222,12,1.047444444,1.043259259,480.1,1920.1,-0.000236157,3780.1,14130.1,-1.05E-05,0.690147559,0.01655781,0,0,0
0213B1,90.1,0.085222222,300.1,0.991444444,330.1,1.026444444,360.1,1.028888889,0.350557242,0.074617851,0.008935798,2,13,1.090040144,4.719362238,-0.022762556,1.010333333,0.989122222,13,1.028888889,1.021833333,510.1,4680.1,-0.000134039,4710.1,14130.1,-2.40E-06,0.657523633,0.006520697,0,0,0
0213B1,90.1,0.091222222,300.1,0.994444444,330.1,1.023444444,360.1,1.023888889,0.341269386,0.083444338,0.008583083,2,13,1.080281537,4.61119109,-0.022803609,1.006733333,0.985722222,13,1.023888889,1.015833333,510.1,1800.1,-0.000196758,3600.1,14130.1,-3.66E-06,0.71528054,0.007416927,0,0,0
0214B1,60.1,0.072888889,300.1,1.093444444,330.1,1.148444444,360.1,1.220888889,0.338518978,0.152390846,0.006954024,2,18,0.825668365,1.074069994,-0.013486688,1.185733333,1.218022222,43,1.388555556,1.383240741,1260.1,4050.1,-9.63E-05,8490.1,11670.1,-3.82E-05,1.07842783,0.020203725,330.1,1260.1,0.000428821
0214B1,60.1,0.075888889,270.1,1.036833333,300.1,1.104444444,330.1,1.179444444,0.373522313,0.127902173,0.008130617,2,44,1.329577603,3.171904361,-0.016680607,1.160155555,1.206966667,44,1.397111111,1.391740741,1290.1,4050.1,-8.22E-05,11850.1,14100.1,-2.35E-05,1.057211988,0.012832205,300.1,1290.1,0.000440201
0214B1,60.1,0.071888889,300.1,1.072444444,330.1,1.140444444,360.1,1.209888889,0.337821766,0.139329568,0.00717478,2,39,1.310318219,3.281483522,-0.016490817,1.179533333,1.217422222,44,1.389111111,1.386740741,1350.1,4110.1,-6.20E-05,7260.1,11220.1,-3.60E-05,1.190913952,0.02252938,330.1,1350.1,0.000386571
0214B1,30.1,0.050333333,300.1,1.060444444,330.1,1.127444444,360.1,1.209888889,0.33864176,0.132380333,0.007325222,2,47,1.312680367,3.160332328,-0.015775801,1.171733333,1.212922222,51,1.383166667,1.375074074,1470.1,4200.1,-4.29E-05,0,0,0,0,0,330.1,1470.1,0.000321957
0215B1,60.1,0.053888889,330.1,1.045444444,360.1,1.098888889,390.1,1.095166667,0.329474785,0.087090374,0.007801402,2,14,1.184557065,4.071637326,-0.017926215,1.085633333,1.090688889,17,1.101444444,1.097,600.1,3060.1,-7.88E-05,3090.1,7080.1,-4.03E-06,0.982983416,0.006084853,0,0,0
0215B1,60.1,0.067888889,330.1,1.090444444,360.1,1.129888889,390.1,1.122166667,0.308496473,0.091475327,0.007819572,2,14,1.215117761,4.1730585,-0.018638195,1.118433333,1.123088889,17,1.135444444,1.13,570.1,1770.1,-0.000134919,1800.1,14100.1,-3.32E-06,1.067927818,0.011009561,0,0,0
0215B1,90.1,0.089222222,330.1,1.114444444,360.1,1.155888889,390.1,1.145166667,0.315622646,0.097668404,0.00771383,2,14,1.205521387,4.641339715,-0.021263332,1.139433333,1.136688889,13,1.155888889,1.1385,570.1,1710.1,-0.000136952,1740.1,14100.1,-2.61E-06,1.083464218,0.010858697,0,0,0
0215B1,60.1,0.060888889,330.1,1.120444444,360.1,1.149888889,390.1,1.148166667,0.323603333,0.099958103,0.007683788,2,14,1.206127269,4.473179953,-0.020859858,1.139033333,1.136588889,13,1.149888889,1.1395,570.1,1830.1,-0.000146299,1860.1,14100.1,-6.47E-06,1.060315109,0.017736284,0,0,0
0216B1,60.1,0.064888889,270.1,1.102833333,300.1,1.132444444,330.1,1.144444444,0.404708785,0.08945189,0.00967494,2,44,1.242720162,4.312491405,-0.023234997,1.148155555,1.175266667,144,1.422777778,1.415092593,3300.1,3780.1,-5.45E-05,3810.1,7320.1,-1.73E-05,1.395986347,0.011661542,300.1,3300.1,0.000152187
0216B1,60.1,0.066888889,300.1,1.129444444,330.1,1.096444444,360.1,1.178888889,0.353306035,0.12851966,0.007710946,2,22,1.196651467,4.47759531,-0.024618323,1.151933333,1.176322222,109,1.408277778,1.398740741,3330.1,3690.1,-5.23E-05,3720.1,12960.1,-1.84E-05,1.35491352,0.025692848,330.1,3330.1,0.00014249
0216B1,60.1,0.067888889,300.1,1.098444444,330.1,1.114444444,360.1,1.151888889,0.347972242,0.12213493,0.007773638,2,24,0.900104163,0.966164973,-0.01196157,1.137133333,1.161822222,145,1.403,1.394018519,3300.1,3630.1,-2.28E-05,3660.1,7320.1,-1.72E-05,1.371745709,0.012276881,330.1,3300.1,0.000150041
0216B1,60.1,0.067888889,300.1,1.107444444,330.1,1.122444444,360.1,1.160888889,0.348992244,0.1213585,0.007823095,2,22,1.190011372,4.393772011,-0.023667442,1.145333333,1.168822222,109,1.383277778,1.373740741,3300.1,3660.1,-0.000111803,3690.1,14100.1,-1.63E-05,1.322901341,0.025216015,330.1,3300.1,0.000134616
0401B1,60.1,0.089888889,270.1,0.934833333,300.1,0.980444444,330.1,0.996444444,0.334541988,0.093068233,0.008838422,2,14,1.03884146,3.844603145,-0.021435137,0.985355555,0.986566667,13,1.010888889,1.003833333,510.1,4050.1,-8.77E-05,4080.1,14130.1,-2.02E-05,0.748967758,0.030131421,0,0,0
0401B1,60.1,0.072888889,300.1,0.970444444,330.1,0.990444444,360.1,1.000888889,0.323602243,0.098794271,0.007971175,2,14,1.03622815,4.12343758,-0.021666765,0.990733333,0.980822222,13,1.000888889,0.997166667,510.1,2340.1,-0.000143508,2370.1,14130.1,-1.13E-05,0.793724272,0.020056137,0,0,0
0401B1,60.1,0.075888889,300.1,1.008444444,330.1,1.028444444,360.1,1.038888889,0.323361748,0.10741035,0.007861043,2,14,1.070097414,4.246803876,-0.022752326,1.029933333,1.022722222,14,1.042166667,1.037592593,510.1,1920.1,-0.000216708,1950.1,11910.1,-1.13E-05,0.823686687,0.0178346,0,0,0
0401B1,60.1,0.090888889,270.1,0.965833333,300.1,1.007444444,330.1,1.012444444,0.337621932,0.101693024,0.008674861,2,14,1.047897673,3.943242781,-0.022766592,1.006355555,1.007666667,13,1.023888889,1.0195,510.1,3840.1,-0.000134067,3870.1,14130.1,-9.93E-06,0.717678976,0.016101385,0,0,0
0402B1,30.1,0.078333333,270.1,1.143833333,300.1,1.151444444,330.1,1.170444444,0.335145907,0.150387285,0.008013921,2,14,1.195431795,3.967132173,-0.025606668,1.167155555,1.178066667,145,1.197,1.194018519,570.1,1110.1,-7.23E-05,4230.1,14100.1,-1.56E-05,1.147532716,0.023669795,0,0,0
0402B1,60.1,0.107888889,270.1,1.118833333,300.1,1.119444444,330.1,1.143444444,0.334134266,0.14415947,0.008020091,2,17,0.850902026,0.969895623,-0.013801177,1.140755555,1.153666667,108,1.206111111,1.199037037,600.1,1080.1,-5.94E-05,1380.1,14100.1,-8.70E-06,1.163063181,0.01838693,0,0,0
0402B1,90.1,0.059222222,330.1,1.090444444,360.1,1.110888889,390.1,1.111166667,0.364130474,0.08873029,0.007996756,3,16,1.139685442,5.388574733,-0.025062997,1.112433333,1.119988889,108,1.187111111,1.18337037,3300.1,3660.1,-3.38E-05,3690.1,14100.1,-1.37E-05,1.144579502,0.021630474,0,0,0
0402B1,30.1,0.065333333,270.1,1.067833333,300.1,1.071444444,330.1,1.092444444,0.349235573,0.124679765,0.008362062,2,22,1.125780276,3.794186566,-0.023289688,1.093555555,1.107866667,144,1.163777778,1.159425926,660.1,1110.1,-6.44E-05,1140.1,14100.1,-8.80E-06,1.123320888,0.019584164,0,0,0
0403B1,90.1,0.106222222,300.1,1.008444444,330.1,0.996444444,360.1,1.010888889,0.321518705,0.108721793,0.007811238,2,14,1.039383433,4.545903087,-0.02444821,1.001333333,0.984122222,13,1.010888889,1.002833333,480.1,2790.1,-0.000251813,9360.1,11040.1,-3.72E-05,0.781168616,0.011578222,0,0,0
0403B1,30.1,0.084333333,270.1,1.113833333,300.1,1.109444444,330.1,1.103444444,0.3225982,0.146639402,0.007987311,2,14,1.137633051,3.932465519,-0.025701755,1.111555555,1.091766667,13,1.129888889,1.1115,450.1,5430.1,-0.000164,5460.1,8370.1,-1.77E-05,0.581082766,0.011178405,0,0,0
0403B1,30.1,0.084333333,270.1,1.080833333,300.1,1.077444444,330.1,1.068444444,0.318838804,0.147790377,0.007861199,2,14,1.105798964,3.871329614,-0.025591738,1.079955555,1.062466667,13,1.101888889,1.0805,450.1,7080.1,-0.000121168,7350.1,12270.1,-7.61E-06,0.51590101,0.011644742,0,0,0
0403B1,30.1,0.084333333,270.1,1.087833333,300.1,1.077444444,330.1,1.065444444,0.319645754,0.143703123,0.00797142,2,14,1.109051421,3.904262816,-0.025558246,1.083155555,1.066066667,13,1.106888889,1.0835,450.1,8100.1,-0.000103685,9270.1,11220.1,-1.17E-05,0.4988367,0.007596476,0,0,0
0403F2,30.1,0.0414,270.1,1.04412,300.1,1.0572,330.1,1.0748,0.403456103,0.126528561,0.008301713,2,13,1.092841021,4.069725579,-0.025753306,1.064368,1.058336,13,1.07488,1.073506667,480.1,5610.1,-0.000164205,5640.1,11970.1,-1.54E-05,0.567508679,0.015226561,0,0,0
0403F2,60.1,0.09864,270.1,1.06012,300.1,1.0692,330.1,1.0978,0.339237218,0.152550597,0.007652567,2,13,0.780174946,0.793028204,-0.013830078,1.079568,1.072336,12,1.0978,1.085626667,480.1,5610.1,-0.000171003,5640.1,14970.1,-2.16E-05,0.530047927,0.029580303,0,0,0
0403F2,60.1,0.09564,270.1,1.05412,300.1,1.0702,330.1,1.0948,0.342838633,0.155464004,0.007569692,2,13,1.102654768,4.022694634,-0.026341079,1.076768,1.065936,12,1.0948,1.084293333,450.1,6480.1,-0.000141901,6510.1,12000.1,-2.23E-05,0.522160217,0.018194219,0,0,0
0403F2,60.1,0.10364,270.1,1.06012,300.1,1.0682,330.1,1.0958,0.332173433,0.155423394,0.007580834,2,13,1.103919418,3.997020363,-0.026152592,1.076968,1.069036,12,1.0958,1.082626667,450.1,5640.1,-0.000175997,11910.1,14970.1,-2.39E-05,0.460026019,0.011531169,0,0,0
0404B1,60.1,0.094888889,270.1,1.047833333,300.1,1.085444444,330.1,1.092444444,0.343110457,0.102896146,0.008938282,2,14,1.138162195,4.074714167,-0.023169178,1.091355555,1.096666667,13,1.119888889,1.107833333,510.1,3840.1,-0.000161231,9360.1,12510.1,-1.70E-05,0.656210692,0.009998179,0,0,0
0404B1,30.1,0.068333333,270.1,1.081833333,300.1,1.094444444,330.1,1.106444444,0.345251841,0.11266621,0.008781356,2,14,1.139322348,4.078317803,-0.024377196,1.104355555,1.106966667,13,1.121888889,1.115166667,510.1,7020.1,-9.97E-05,9300.1,12300.1,-2.22E-06,0.663867437,0.005210418,0,0,0
0404B1,60.1,0.092888889,270.1,0.999833333,300.1,1.033444444,330.1,1.039444444,0.339454937,0.100082834,0.008835175,2,14,1.082804468,3.941447162,-0.022419945,1.035955555,1.033166667,13,1.061888889,1.048833333,510.1,3900.1,-0.000129034,9600.1,13050.1,9.60E-06,0.790633621,0.008189711,0,0,0
